trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
133,False,"{'a': 0.5, 'e': 0.586802574203738}",25,9,-48.67720469397268,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
134,False,"{'a': 0.5, 'e': 0.5844553639069231}",25,16,-38.604161860233795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
135,False,"{'a': 0.5, 'e': 0.5821175424512953}",25,0,-49.60541549373787,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.5797890722814901}",20,6,-18.897808479465997,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.5774699159923642}",25,9,-11.258868249145733,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
138,False,"{'a': 0.5, 'e': 0.5751600363283947}",25,0,-41.97369671152006,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.5728593961830812}",25,0,-87.20764370025385,"{0: 17, 1: 4, 2: 1, 3: 2, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.5705679585983489}",25,0,-18.329271520041658,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.5682856867639554}",20,0,28.39366009912904,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
142,False,"{'a': 0.5, 'e': 0.5660125440168996}",25,0,-49.66484433058872,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.563748493840832}",25,12,-10.41226814842277,"{0: 9, 1: 3, 2: 1, 3: 0, 4: 0}",1
144,False,"{'a': 0.5, 'e': 0.5614934998654687}",20,0,-22.444612149717823,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.5592475258660068}",20,0,2.273545115033988,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
146,False,"{'a': 0.5, 'e': 0.5570105357625428}",25,13,-0.47520294027872834,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
147,False,"{'a': 0.5, 'e': 0.5547824936194926}",30,0,-59.9690634823315,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.5525633636450147}",25,0,0.2804970373180484,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.5503531101904345}",25,0,-52.37463589224097,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.5481516977496729}",25,10,-45.28317065412231,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
151,False,"{'a': 0.5, 'e': 0.5459590909586741}",20,0,-92.16412467626691,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.5437752545948394}",30,17,22.515708974820875,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
153,False,"{'a': 0.5, 'e': 0.5416001535764601}",20,0,8.707244990928615,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.5394337529621542}",30,0,-80.86452715367327,"{0: 21, 1: 1, 2: 7, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.5372760179503057}",20,3,-9.685726816822608,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
156,False,"{'a': 0.5, 'e': 0.5351269138785044}",20,14,11.38985378033446,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
157,False,"{'a': 0.5, 'e': 0.5329864062229904}",30,18,-9.754542539741221,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
158,False,"{'a': 0.5, 'e': 0.5308544605980984}",25,0,-123.37312298794384,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.528731042755706}",25,4,-39.936109903314446,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
160,False,"{'a': 0.5, 'e': 0.5266161185846832}",20,6,9.917414915576831,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
161,False,"{'a': 0.5, 'e': 0.5245096541103444}",35,20,-43.82751319665654,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 1}",1
162,False,"{'a': 0.5, 'e': 0.5224116154939031}",20,0,-14.28719488074099,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.5203219690319275}",25,10,-5.755837264855912,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.5182406811557998}",25,0,-7.151257011902551,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
165,False,"{'a': 0.5, 'e': 0.5161677184311766}",20,8,-51.85411173314355,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.5141030475574518}",20,5,-38.5376028689933,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
167,False,"{'a': 0.5, 'e': 0.5120466353672221}",20,2,-132.59170944227594,"{0: 10, 1: 3, 2: 0, 3: 3, 4: 2}",1
168,False,"{'a': 0.5, 'e': 0.5099984488257532}",20,3,-13.683393288813468,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 0}",1
169,False,"{'a': 0.5, 'e': 0.5079584550304501}",20,0,-9.178455299161143,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
170,False,"{'a': 0.5, 'e': 0.5059266212103284}",20,1,-40.38558815183044,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.503902914725487}",30,0,-54.90997318039741,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
172,False,"{'a': 0.5, 'e': 0.501887303066585}",20,0,-21.66463688472587,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.4998797538543187}",20,0,-54.921264994394114,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.4978802348389015}",20,13,-38.94841020941907,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
175,False,"{'a': 0.5, 'e': 0.49588871389954586}",20,16,5.459565828497371,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.5, 'e': 0.49390515904394766}",20,6,-41.67538655456151,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
177,False,"{'a': 0.5, 'e': 0.49192953840777187}",20,0,-6.726165929901301,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.4899618202541408}",20,0,-54.2387421847442,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.4880019729731242}",20,0,3.239037948479902,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
180,False,"{'a': 0.5, 'e': 0.4860499650812317}",20,0,-6.723007225051155,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
181,False,"{'a': 0.5, 'e': 0.4841057652209068}",25,3,3.5778802548572086,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
182,False,"{'a': 0.5, 'e': 0.48216934216002316}",25,0,-29.896923174751436,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.48024066479138305}",25,0,-139.3852089520028,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
184,False,"{'a': 0.5, 'e': 0.47831970213221753}",30,16,-6.77563669232747,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.47640642332368865}",30,0,-10.702229485175305,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
186,False,"{'a': 0.5, 'e': 0.47450079763039393}",20,4,-6.788129930071825,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.47260279443987235}",25,2,-51.25207117078721,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.47071238326211284}",20,3,-9.073319674503908,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.4688295337290644}",20,9,-3.4944260712555537,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.4669542155941481}",30,8,-26.22006185527552,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
191,False,"{'a': 0.5, 'e': 0.46508639873177154}",20,0,-41.22919317062375,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
192,False,"{'a': 0.5, 'e': 0.46322605313684445}",25,0,-8.289898678771788,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
193,False,"{'a': 0.5, 'e': 0.46137314892429704}",20,0,-64.240653816519,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.4595276563285999}",20,12,13.71397512877057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.5, 'e': 0.45768954570328546}",30,0,-53.1746055770389,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.4558587875204723}",25,7,11.529646819394308,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.45403535237039044}",30,0,-59.972151881974135,"{0: 24, 1: 1, 2: 3, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.4522192109609089}",30,7,-43.33069686310971,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 1}",1
199,False,"{'a': 0.5, 'e': 0.4504103341170652}",20,0,-56.96341838604391,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.44860869278059695}",25,13,-45.20995607009697,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.4468142580094746}",20,11,2.6331749642117934,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.4450270009774367}",20,0,-9.941014105073798,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.44324689297352693}",25,17,-39.28110217105295,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.44147390540163284}",25,13,1.5193500837848364,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.4397080097800263}",20,0,-64.69725681741821,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
206,False,"{'a': 0.5, 'e': 0.4379491777409062}",20,15,-3.676322663312468,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.43619738102994254}",20,0,-39.20514924750261,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.43445259150582277}",25,0,-6.66148376423637,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
209,False,"{'a': 0.5, 'e': 0.4327147811397995}",20,0,-23.67929645657823,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.4309839220152403}",20,6,0.3812409723906063,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.4292599863271793}",25,0,-18.385585374529036,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
212,False,"{'a': 0.5, 'e': 0.4275429463818706}",20,11,7.020352939944045,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.4258327745963431}",30,0,-131.13917934082139,"{0: 22, 1: 2, 2: 3, 3: 0, 4: 3}",0
214,False,"{'a': 0.5, 'e': 0.4241294434979578}",30,21,6.270740096230163,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.4224329257239659}",20,0,-78.02582103764871,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
216,False,"{'a': 0.5, 'e': 0.4207431940210701}",20,0,-1.6450751975345757,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
217,False,"{'a': 0.5, 'e': 0.41906022124498576}",30,16,14.826114134104747,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.41738398036000585}",20,10,19.17167372442447,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.4157144444385658}",20,8,17.584279348486984,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.41405158666081154}",30,8,-10.207345631102744,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.4123953803141683}",20,9,-22.20771708566538,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 0.5, 'e': 0.4107457987929116}",30,17,-47.31964139691144,"{0: 8, 1: 0, 2: 4, 3: 1, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.40910281559774}",25,1,-85.2169062593852,"{0: 19, 1: 0, 2: 1, 3: 3, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.40746640433534903}",20,1,-5.059015640414663,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.4058365387180076}",20,0,2.685844485146052,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.4042131925631356}",25,7,-34.50286484420046,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.5, 'e': 0.40259633979288306}",20,13,12.44481808827658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.4009859544337115}",25,0,-72.1314785843598,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
229,False,"{'a': 0.5, 'e': 0.39938201061597667}",20,0,-30.959608718126585,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.39778448257351273}",20,0,-48.51475953245693,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.3961933446432187}",30,10,-24.94239408141012,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",1
232,False,"{'a': 0.5, 'e': 0.3946085712646458}",25,6,-61.613893759688025,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 2}",1
233,False,"{'a': 0.5, 'e': 0.3930301369795872}",25,10,8.954344923813224,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.5, 'e': 0.3914580164316689}",30,11,-23.798923785503405,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.3898921843659422}",20,15,10.447809881256092,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.38833261562847843}",20,7,13.431374579611488,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.3867792851659645}",25,3,1.1172229870016128,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.38523216802530064}",20,9,18.90028892897456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.38369123935319943}",30,21,-36.67424070992938,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
240,False,"{'a': 0.5, 'e': 0.38215647439578665}",35,0,-21.070108312031262,"{0: 29, 1: 2, 2: 3, 3: 1, 4: 0}",0
241,False,"{'a': 0.5, 'e': 0.3806278484982035}",25,11,9.080748857783382,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.3791053371042107}",25,2,-53.68083701295112,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 1}",1
243,False,"{'a': 0.5, 'e': 0.37758891575579384}",25,0,-0.568382850595599,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.3760785600927707}",25,2,10.115844441485955,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.3745742458523996}",25,3,-53.428978052895744,"{0: 17, 1: 0, 2: 4, 3: 0, 4: 1}",1
246,False,"{'a': 0.5, 'e': 0.37307594886899}",25,11,20.038091539216442,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.37158364507351405}",25,12,12.058375480822152,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.5, 'e': 0.37009731049322}",30,0,-43.86905492676526,"{0: 26, 1: 0, 2: 2, 3: 1, 4: 1}",0
249,False,"{'a': 0.5, 'e': 0.3686169212512471}",20,12,5.8013371609989886,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.3671424535662421}",30,13,-52.46331882391366,"{0: 12, 1: 3, 2: 0, 3: 1, 4: 1}",1
251,False,"{'a': 0.5, 'e': 0.3656738837519771}",25,11,-4.397282072508433,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.5, 'e': 0.36421118821696924}",25,0,-4.71496761381777,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
253,False,"{'a': 0.5, 'e': 0.36275434346410135}",20,0,-34.28817301857934,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.36130332609024496}",20,5,-2.55119627075503,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.359858112785884}",25,8,-64.35982847589813,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
256,False,"{'a': 0.5, 'e': 0.35841868033474045}",25,0,-18.725217607765988,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.35698500561340146}",35,1,-118.58815956659045,"{0: 27, 1: 2, 2: 1, 3: 1, 4: 3}",1
258,False,"{'a': 0.5, 'e': 0.35555706559094785}",20,0,-67.32768519690293,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.3541348373285841}",25,7,-44.90268523990971,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 1}",1
260,False,"{'a': 0.5, 'e': 0.35271829797926973}",25,8,21.090133573611908,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.35130742478735266}",20,0,-31.974426525327548,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.34990219508820325}",20,8,5.13709664458027,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.3485025863078504}",20,7,12.43511564300384,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.347108575962619}",25,20,9.916435435667752,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.3457201416587685}",20,0,16.460945635911546,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.3443372610921335}",20,6,12.064340061503394,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.34295991204776494}",25,12,-12.513022795608585,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.34158807239957384}",20,0,-56.18542698244529,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.3402217201099756}",25,12,8.752946273143401,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.33886083322953564}",20,2,-25.573891713084574,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
271,False,"{'a': 0.5, 'e': 0.3375053898966175}",20,11,15.489945675263685,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.336155368337031}",20,5,0.149461666732557,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.33481074686368295}",20,0,3.223696829137395,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
274,False,"{'a': 0.5, 'e': 0.3334715038762282}",25,0,-27.549959848235364,"{0: 22, 1: 1, 2: 0, 3: 1, 4: 1}",0
275,False,"{'a': 0.5, 'e': 0.33213761786072327}",25,0,-45.10393921892825,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
276,False,"{'a': 0.5, 'e': 0.3308090673892804}",25,0,-46.27935729214151,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
277,False,"{'a': 0.5, 'e': 0.32948583111972324}",25,11,-42.84317555177725,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
278,False,"{'a': 0.5, 'e': 0.32816788779524436}",20,11,17.07099351929343,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.3268552162440634}",25,0,-40.159363955877716,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.3255477953790871}",20,6,-12.996368293649567,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
281,False,"{'a': 0.5, 'e': 0.3242456041975708}",25,0,-37.45925231184826,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.3229486217807805}",20,11,13.95145497921568,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.32165682729365735}",25,0,-10.468884156960401,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
284,False,"{'a': 0.5, 'e': 0.32037019998448274}",35,13,13.600163287477667,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.3190887191845448}",30,0,-118.64585039627346,"{0: 23, 1: 0, 2: 3, 3: 2, 4: 2}",0
286,False,"{'a': 0.5, 'e': 0.3178123643078066}",20,13,-10.378550771587456,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.3165411148505754}",20,9,1.6517297363828183,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.3152749503911731}",25,16,6.3658934395323765,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.3140138505896084}",25,18,0.49871743455296236,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.31275779518725}",25,8,-39.29153621655701,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
291,False,"{'a': 0.5, 'e': 0.31150676400650096}",25,18,11.638909971587207,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.31026073695047496}",25,17,-4.559035581645196,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.30901969400267304}",20,15,10.644076505359248,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.30778361522666237}",20,10,-16.514916376780345,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.3065524807657557}",25,8,6.335134650038023,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.3053262708426927}",25,8,-22.64726209983222,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.30410496575932194}",20,15,2.7757641979228724,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.3028885458962846}",25,1,0.6162352404552756,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",1
299,False,"{'a': 0.5, 'e': 0.3016769917126995}",25,4,-27.521789434345173,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
300,False,"{'a': 0.5, 'e': 0.3004702837458487}",20,10,4.917542555230625,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.2992684026108653}",20,0,-41.25203197018322,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.2980713290004218}",20,12,2.6042169480917803,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.29687904368442014}",20,13,14.118429633724661,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.2956915275096825}",20,8,-67.26435148582706,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 1}",1
305,False,"{'a': 0.5, 'e': 0.2945087613996437}",20,9,11.161303554465547,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.29333072635404517}",25,3,-46.834332307254215,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
307,False,"{'a': 0.5, 'e': 0.292157403448629}",20,0,-20.835766352499167,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
308,False,"{'a': 0.5, 'e': 0.29098877383483446}",25,0,-66.86321643553877,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
309,False,"{'a': 0.5, 'e': 0.2898248187394951}",25,12,-32.8799157875616,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
310,False,"{'a': 0.5, 'e': 0.28866551946453717}",30,13,32.73636493886154,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.287510857386679}",25,6,-48.6024871381568,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
312,False,"{'a': 0.5, 'e': 0.28636081395713225}",20,2,-29.15056782162145,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.28521537070130376}",20,12,15.121429396409173,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.5, 'e': 0.2840745092184985}",20,2,22.508318141759254,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.28293821118162454}",25,0,12.04880806084264,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
316,False,"{'a': 0.5, 'e': 0.28180645833689805}",20,6,25.822045221406057,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
